arm,band,orid,space_id,sha,paper_title,inscope_claims,total_claims,judged_at
primary,m>10,4HrWo5x7YF,sotayamashita/repro-alignment-sensitive-minimax-rates-for-spectral-algorithms-with-learned-kernels,2cd71d84845a7671601f2434e91890c1a5949b8b,Alignment-Sensitive Minimax Rates for Spectral Algorithms with Learned Kernels,6,6,2026-07-26T15:04:22+00:00
primary,m>10,d9JlreUNVY,ai-sherpa/decentralized-oco-compressed-comm-repro,8d23a2bceebdef95a234d60f386c5ae5f8d6efbf,Decentralized Online Convex Optimization with Efficient Communication: Improved Algorithm and Lower Bounds,6,6,2026-07-31T14:27:08+00:00
primary,m>10,XoONWh8fbL,ProCreations/repro-box-thirding-anytime-best-arm-identification-under-insufficient-sampling,af224d5f3ce9629e94516067e3230f40a976978f,Box Thirding: Anytime Best Arm Identification under Insufficient Sampling,6,6,2026-07-20T01:11:10+00:00
primary,m>10,X8evkEdMxb,tomyimkc/repro-improved-dimension-dependence-for-bandit-convex-optimization-with-gradient-varia,7c4b61b936739ebaca4f2ea0f4f79144d184a314,Improved Dimension Dependence for Bandit Convex Optimization with Gradient Variation,6,6,2026-07-29T04:16:30+00:00
primary,m>10,4T8vEVK79x,ProCreations/deepicml-revenue-guarantees-of-no-swap-regret-d-n50ipd,6b4cd8880cd577ba5a1d7e4b7823f477238a2f94,Approximate Proportionality in Online Fair Division,5,5,2026-07-23T18:23:05+00:00
primary,m>10,kkhVljGiMS,SabaPivot/repro-on-the-computational-complexity-of-performative-prediction,bd1576cff3db8c3f3ef57aa8823d46150017703d,On the Computational Complexity of Performative Prediction,6,6,2026-07-31T01:26:53+00:00
primary,m>10,KqMqJpSMnQ,RyeCatcher/repro-compact-conformal-subgraphs,d3be062a37717841f9c1fda550406956c1e58375,Compact Conformal Subgraphs,6,6,2026-07-31T15:44:39+00:00
control_dup_sha,m=6-10,68AMoK2YNk,rdubwiley/68AMoK2YNk,1b5d605d9dec3e1167e6a70a0218758f4fae2c20,Understanding Generalization and Forgetting in In-Context Continual Learning,3,3,2026-07-15T22:02:19+00:00
control_dup_sha,m>10,J0y3sNbo9G,rdubwiley/J0y3sNbo9G,8aba6f2326d59ac08c1222a3eba258a755edac97,Theoretical Investigation on Inductive Bias of Isolation Forest,3,3,2026-07-16T00:26:01+00:00
control_dup_sha,m>10,jl2f2Y3iuC,rdubwiley/jl2f2Y3iuC,913699f1d9e7f379a8b52c8441bac1b85770687b,Fine-Tuning Without Forgetting In-Context Learning: A Theoretical Analysis of Linear Attention Models,3,3,2026-07-16T00:27:14+00:00
control_dup_sha,m=6-10,N9nlCRUiir,rdubwiley/black-box-assisted-regression-phase-transitions-and-minimax-optimality-repro,158171053492367d6d4bdf500167c3c54c60a0e1,Black-Box Assisted Regression: Phase Transitions and Minimax Optimality,0,2,2026-07-16T00:57:19+00:00
control_dup_sha,m>10,SGTLVjx3MN,rdubwiley/stability-beyond-bounded-differences-sharp-generalization-bounds-under-finite-l-p-repro,f69d7a48721051b934b4738661c05713ae0d9d1a,Stability beyond Bounded Differences: Sharp Generalization Bounds under Finite $L_p$ Moments,0,2,2026-07-16T01:33:39+00:00
control_dup_sha,m>10,2iDtIht7W4,AceVikings/repro-13581-nb2-lr-optimization,0c20cb898d84491206e817e9c95050f5b2d6469d,A Sketch-and-Project Analysis of Subsampled Natural Gradient Algorithms,6,6,2026-07-20T04:34:02+00:00
control_dup_sha,m>10,2iDtIht7W4,AceVikings/repro-a-sketch-and-project-analysis-of-subsampled-natural-gradient-algorithms,0c20cb898d84491206e817e9c95050f5b2d6469d,A Sketch-and-Project Analysis of Subsampled Natural Gradient Algorithms,6,6,2026-07-20T04:42:44+00:00
control_dup_sha,m=3-5,iEtOxzAs51,bsenst/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,1d17d5fa14840284d30f3ed2c6db3d1512ce6acb,SGERA: Stein-Guided ECG-Report Alignment for ECG Representation Learning,3,3,2026-07-22T19:13:46+00:00
control_dup_sha,m=3-5,iEtOxzAs51,ICML-2026-agent-repro/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,1d17d5fa14840284d30f3ed2c6db3d1512ce6acb,SGERA: Stein-Guided ECG-Report Alignment for ECG Representation Learning,3,3,2026-07-22T19:22:03+00:00
control_dup_sha,m=2,iJDJCO4mji,arthrod/repro-mmbert-annealed-multilingual-encoder-revision,cf6521b3d3e7fd378f6ed139c727f5912024d85a,mmBERT: A Modern Multilingual Encoder with Annealed Language Learning,6,6,2026-07-22T21:04:24+00:00
control_dup_sha,m>10,SGTLVjx3MN,rdubwiley/stability-beyond-bounded-differences-sharp-repro,f69d7a48721051b934b4738661c05713ae0d9d1a,Stability beyond Bounded Differences: Sharp Generalization Bounds under Finite $L_p$ Moments,6,6,2026-07-23T05:57:56+00:00
control_dup_sha,m=6-10,N9nlCRUiir,rdubwiley/black-box-assisted-regression-phase-transitions-repro,158171053492367d6d4bdf500167c3c54c60a0e1,Black-Box Assisted Regression: Phase Transitions and Minimax Optimality,6,6,2026-07-23T05:58:51+00:00
control_dup_sha,m=3-5,29sn1uqWn3,ICML-2026-agent-repro/repro-why-linear-rnns-more-parallelizable,09a801d6fb91f39d747eab5a0163542a53aaec41,Why Are Linear RNNs More Parallelizable?,6,6,2026-07-23T09:54:00+00:00
control_dup_sha,m=3-5,29sn1uqWn3,vimarsh/repro-why-linear-rnns-more-parallelizable,09a801d6fb91f39d747eab5a0163542a53aaec41,Why Are Linear RNNs More Parallelizable?,6,6,2026-07-23T19:08:06+00:00
control_dup_sha,m>10,jl2f2Y3iuC,rdubwiley/fine-tuning-without-forgetting-in-context-learning-a-theoretical-analysis-of-linear-repro,913699f1d9e7f379a8b52c8441bac1b85770687b,Fine-Tuning Without Forgetting In-Context Learning: A Theoretical Analysis of Linear Attention Models,5,5,2026-07-24T14:27:46+00:00
control_dup_sha,m>10,J0y3sNbo9G,rdubwiley/theoretical-investigation-on-inductive-bias-of-isolation-forest-repro,8aba6f2326d59ac08c1222a3eba258a755edac97,Theoretical Investigation on Inductive Bias of Isolation Forest,6,6,2026-07-24T14:28:28+00:00
control_dup_sha,m=2,iJDJCO4mji,arthrod/repro-mmbert-annealed-multilingual-encoder,cf6521b3d3e7fd378f6ed139c727f5912024d85a,mmBERT: A Modern Multilingual Encoder with Annealed Language Learning,6,6,2026-07-24T14:30:54+00:00
control_dup_sha,m=6-10,68AMoK2YNk,rdubwiley/understanding-generalization-and-forgetting-in-in-context-continual-learning-repro,1b5d605d9dec3e1167e6a70a0218758f4fae2c20,Understanding Generalization and Forgetting in In-Context Continual Learning,5,5,2026-07-24T16:26:22+00:00
control_dup_sha,m=2,IalpB5Mzaz,bsenst/working,6b4db58ff5ec9b53b7ba9c2ac5883b79a73e7bde,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,3,3,2026-07-26T09:15:18+00:00
control_dup_sha,m=2,rEzGzILnVC,ICML-2026-agent-repro/repro-beyond-accuracy-latent-perturbations-for-cognitive-aware-diagnosis,668097546bcd3604f5d2b23ae13f9d619ce18ab9,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,2,2,2026-07-26T09:41:17+00:00
control_dup_sha,m=3-5,cX3r7kAqr1,ICML-2026-agent-repro/repro-structured-multi-modal-graph-disentanglement-for-psychiatric-diagnosis,01086ab68c920eaa42ff64c15eb9f9c72ec26772,Structured Multi-modal Graph Disentanglement for Psychiatric Diagnosis,2,2,2026-07-26T10:09:20+00:00
control_dup_sha,m=2,2iFauBXg7Y,ICML-2026-agent-repro/repro-bioagent-bench-an-ai-agent-evaluation-suite-for-bioinformatics,4ea8c7d045ed20f06dc816ff5d11281a29f9d020,BioAgent Bench: An AI Agent Evaluation Suite for Bioinformatics,6,6,2026-07-26T11:50:30+00:00
control_dup_sha,m=2,rEzGzILnVC,bsenst/repro-beyond-accuracy-latent-perturbations-for-cognitive-aware-diagnosis,668097546bcd3604f5d2b23ae13f9d619ce18ab9,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,2,2,2026-07-27T16:16:26+00:00
control_dup_sha,m=3-5,cX3r7kAqr1,bsenst/repro-structured-multi-modal-graph-disentanglement-for-psychiatric-diagnosis,01086ab68c920eaa42ff64c15eb9f9c72ec26772,Structured Multi-modal Graph Disentanglement for Psychiatric Diagnosis,2,2,2026-07-27T16:17:48+00:00
control_dup_sha,m=2,IalpB5Mzaz,bsenst/Time-Conditioned-Foreseeing-An-EHR-Specific-Foundation-Model,6b4db58ff5ec9b53b7ba9c2ac5883b79a73e7bde,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,3,3,2026-07-27T16:21:03+00:00
control_dup_sha,m=2,2iFauBXg7Y,bsenst/repro-bioagent-bench-an-ai-agent-evaluation-suite-for-bioinformatics,4ea8c7d045ed20f06dc816ff5d11281a29f9d020,BioAgent Bench: An AI Agent Evaluation Suite for Bioinformatics,6,6,2026-07-27T21:55:20+00:00
